"country","indicator","debt_2022"
"Afghanistan","Debt service on external debt, general government sector (PPG) (TDS, current US$)","124618933"
"Afghanistan","Debt service on external debt, long-term (TDS, current US$)","129878140.5"
"Afghanistan","Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)","5259207.5"
"Afghanistan","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","124618933"
"Afghanistan","Debt service on external debt, public sector (PPG) (TDS, current US$)","124618933"
"Afghanistan","Debt service on external debt, total (TDS, current US$)","135126617.4"
"Afghanistan","Disbursements on external debt, long-term (DIS, current US$)","86345588.6"
"Afghanistan","Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)","86345588.6"
"Afghanistan","GG, bilateral (AMT, current US$)","48798008.9"
"Afghanistan","GG, bilateral (INT, current US$)","22810263.4"
"Afghanistan","GG, bilateral (TDS, current US$)","71608272.3"
"Afghanistan","GG, multilateral (AMT, current US$)","40998128"
"Afghanistan","GG, multilateral (INT, current US$)","12012532.7"
"Afghanistan","GG, multilateral (TDS, current US$)","53010660.7"
"Afghanistan","GG, official creditors (AMT, current US$)","89796136.9"
"Afghanistan","GG, official creditors (INT, current US$)","34822796.1"
"Afghanistan","GG, official creditors (TDS, current US$)","124618933"
"Afghanistan","Interest payments on external debt, general government sector (PPG) (INT, current US$)","34822796.1"
"Afghanistan","Interest payments on external debt, long-term (INT, current US$)","35462796.1"
"Afghanistan","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","640000"
"Afghanistan","Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)","34822796.1"
"Afghanistan","Interest payments on external debt, public sector (PPG) (INT, current US$)","34822796.1"
"Afghanistan","Multilateral debt service (TDS, current US$)","53010660.7"
"Afghanistan","PNG, commercial banks and other creditors (AMT, current US$)","4619207.5"
"Afghanistan","PNG, commercial banks and other creditors (INT, current US$)","640000"
"Afghanistan","PNG, commercial banks and other creditors (TDS, current US$)","5259207.5"
"Afghanistan","PPG, bilateral (AMT, current US$)","48798008.9"
"Afghanistan","PPG, bilateral (DIS, current US$)","76902417.1"
"Afghanistan","PPG, bilateral (INT, current US$)","22810263.4"
"Afghanistan","PPG, bilateral (TDS, current US$)","71608272.3"
"Afghanistan","PPG, bilateral concessional (AMT, current US$)","3249056.6"
"Afghanistan","PPG, bilateral concessional (INT, current US$)","112396.7"
"Afghanistan","PPG, bilateral concessional (TDS, current US$)","3361453.3"
"Afghanistan","PPG, multilateral (AMT, current US$)","40998128"
"Afghanistan","PPG, multilateral (DIS, current US$)","9443171.5"
"Afghanistan","PPG, multilateral (INT, current US$)","12012532.7"
"Afghanistan","PPG, official creditors (AMT, current US$)","89796136.9"
"Afghanistan","PPG, official creditors (DIS, current US$)","86345588.6"
"Afghanistan","PPG, official creditors (INT, current US$)","34822796.1"
"Afghanistan","Principal repayments on external debt, general government sector (PPG) (AMT, current US$)","89796136.9"
"Afghanistan","Principal repayments on external debt, long-term (AMT, current US$)","94415344.4"
"Afghanistan","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","4619207.5"
"Afghanistan","Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)","89796136.9"
"Afghanistan","PS, bilateral (AMT, current US$)","48798008.9"
"Afghanistan","PS, bilateral (INT, current US$)","22810263.4"
"Afghanistan","PS, bilateral (TDS, current US$)","71608272.3"
"Albania","Debt service on external debt, general government sector (PPG) (TDS, current US$)","480765754.8"
"Albania","Debt service on external debt, long-term (TDS, current US$)","1819109220"
"Albania","Debt service on external debt, other public sector (PPG) (TDS, current US$)","50580978.3"
"Albania","Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)","1286283997"
"Albania","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","532825223"
"Albania","Debt service on external debt, public sector (PPG) (TDS, current US$)","532825223"
"Albania","Debt service on external debt, total (TDS, current US$)","1895690596"
"Albania","Disbursements on external debt, long-term (DIS, current US$)","903845508.5"
"Albania","Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)","903845508.5"
"Albania","GG, bilateral (AMT, current US$)","62796523.9"
"Albania","GG, bilateral (INT, current US$)","12401637.6"
"Albania","GG, bilateral (TDS, current US$)","75198161.5"
"Albania","GG, bonds (INT, current US$)","63110737.2"
"Albania","GG, bonds (TDS, current US$)","63110737.2"
"Albania","GG, commercial banks (AMT, current US$)","100587090.4"
"Albania","GG, commercial banks (INT, current US$)","6387864"
"Albania","GG, commercial banks (TDS, current US$)","106974954.4"
"Albania","GG, multilateral (AMT, current US$)","209647285.5"
"Albania","GG, multilateral (INT, current US$)","25551916"
"Albania","GG, multilateral (TDS, current US$)","235199201.5"
"Albania","GG, official creditors (AMT, current US$)","272443809.4"
"Albania","GG, official creditors (INT, current US$)","37953553.6"
"Albania","GG, official creditors (TDS, current US$)","310397363"
"Albania","GG, other private creditors (AMT, current US$)","173162"
"Albania","GG, other private creditors (INT, current US$)","109538.2"
"Albania","GG, other private creditors (TDS, current US$)","282700.2"
"Albania","GG, private creditors (AMT, current US$)","100760252.4"
"Albania","GG, private creditors (INT, current US$)","69608139.4"
"Albania","GG, private creditors (TDS, current US$)","170368391.8"
"Albania","IMF charges (INT, current US$)","7669774.2"
"Albania","IMF repurchases (AMT, current US$)","68911601.7"
"Albania","IMF repurchases and charges (TDS, current US$)","76581375.9"
"Albania","Interest payments on external debt, general government sector (PPG) (INT, current US$)","107561693"
"Albania","Interest payments on external debt, long-term (INT, current US$)","290289205.9"
"Albania","Interest payments on external debt, other public sector (PPG) (INT, current US$)","2474278.3"
"Albania","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","180191000"
"Albania","Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)","110098205.9"
"Albania","Interest payments on external debt, public sector (PPG) (INT, current US$)","110098205.9"
"Albania","Multilateral debt service (TDS, current US$)","274570179.1"
"Albania","OPS, bilateral (AMT, current US$)","8479579.6"
"Albania","OPS, bilateral (INT, current US$)","1225020.5"
"Albania","OPS, bilateral (TDS, current US$)","9704600.1"
"Albania","OPS, commercial banks (AMT, current US$)","1375151.6"
"Albania","OPS, commercial banks (INT, current US$)","130249"
"Albania","OPS, commercial banks (TDS, current US$)","1505400.6"
"Albania","OPS, multilateral (AMT, current US$)","38251968.8"
"Albania","OPS, multilateral (INT, current US$)","1119008.8"
"Albania","OPS, multilateral (TDS, current US$)","39370977.6"
"Albania","OPS, official creditors (AMT, current US$)","46731548.4"
"Albania","OPS, official creditors (INT, current US$)","2344029.3"
"Albania","OPS, official creditors (TDS, current US$)","49075577.7"
"Albania","OPS, private creditors (AMT, current US$)","1375151.6"
"Albania","OPS, private creditors (INT, current US$)","130249"
"Albania","OPS, private creditors (TDS, current US$)","1505400.6"
"Albania","PNG, bonds (AMT, current US$)","70089767.2"
"Albania","PNG, bonds (INT, current US$)","12130000"
"Albania","PNG, bonds (TDS, current US$)","82219767.2"
"Albania","PNG, commercial banks and other creditors (AMT, current US$)","1036003230"
"Albania","PNG, commercial banks and other creditors (INT, current US$)","168061000"
"Albania","PNG, commercial banks and other creditors (TDS, current US$)","1204064230"
"Albania","PPG, bilateral (AMT, current US$)","72692358.8"
"Albania","PPG, bilateral (DIS, current US$)","218233564.9"
"Albania","PPG, bilateral (INT, current US$)","13688892.7"
"Albania","PPG, bilateral (TDS, current US$)","86381251.5"
"Albania","PPG, bilateral concessional (AMT, current US$)","19283425.3"
"Albania","PPG, bilateral concessional (INT, current US$)","2451786.9"
"Albania","PPG, bilateral concessional (TDS, current US$)","21735212.2"
"Albania","PPG, bonds (INT, current US$)","63110737.2"
"Albania","PPG, bonds (TDS, current US$)","63110737.2"
"Albania","PPG, commercial banks (AMT, current US$)","101962242"
"Albania","PPG, commercial banks (DIS, current US$)","9981772.6"
"Albania","PPG, commercial banks (INT, current US$)","6518113"
"Albania","PPG, commercial banks (TDS, current US$)","108480355"
"Albania","PPG, multilateral (AMT, current US$)","247899254.3"
"Albania","PPG, multilateral (DIS, current US$)","178854822"
"Albania","PPG, multilateral (INT, current US$)","26670924.8"
"Albania","PPG, official creditors (AMT, current US$)","320591613.1"
"Albania","PPG, official creditors (DIS, current US$)","397088386.9"
"Albania","PPG, official creditors (INT, current US$)","40359817.5"
"Albania","PPG, other private creditors (AMT, current US$)","173162"
"Albania","PPG, other private creditors (DIS, current US$)","1149589"
"Albania","PPG, other private creditors (INT, current US$)","109538.2"
"Albania","PPG, private creditors (AMT, current US$)","102135404"
"Albania","PPG, private creditors (DIS, current US$)","506757121.6"
"Albania","PPG, private creditors (INT, current US$)","69738388.4"
"Albania","PPG, private creditors (TDS, current US$)","171873792.4"
"Albania","Principal repayments on external debt, general government sector (PPG) (AMT, current US$)","373204061.8"
"Albania","Principal repayments on external debt, long-term (AMT, current US$)","1528820014"
"Albania","Principal repayments on external debt, other public sector (PPG) (AMT, current US$)","48106700"
"Albania","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","1106092997"
"Albania","Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)","422727017.1"
"Albania","PS, bilateral (AMT, current US$)","72692358.8"
"Albania","PS, bilateral (INT, current US$)","13688892.7"
"Albania","PS, bilateral (TDS, current US$)","86381251.5"
"Albania","PS, bonds (INT, current US$)","63110737.2"
"Albania","PS, bonds (TDS, current US$)","63110737.2"
"Albania","PS, commercial banks (AMT, current US$)","101962242"
"Albania","PS, commercial banks (INT, current US$)","6518113"
"Albania","PS, commercial banks (TDS, current US$)","108480355"
"Albania","PS, multilateral (AMT, current US$)","247899254.3"
"Albania","PS, multilateral (INT, current US$)","26670924.8"
"Albania","PS, multilateral (TDS, current US$)","274570179.1"
"Albania","PS, multilateral concessional (AMT, current US$)","74112457.7"
"Albania","PS, multilateral concessional (INT, current US$)","3654676.2"
"Albania","PS, official creditors (AMT, current US$)","320591613.1"
"Albania","PS, official creditors (INT, current US$)","40359817.5"
"Albania","PS, official creditors (TDS, current US$)","360951430.6"
"Albania","PS, other private creditors (AMT, current US$)","173162"
"Albania","PS, other private creditors (INT, current US$)","109538.2"
"Albania","PS, other private creditors (TDS, current US$)","282700.2"
"Albania","PS, private creditors (AMT, current US$)","102135404"
"Albania","PS, private creditors (INT, current US$)","69738388.4"
"Albania","PS, private creditors (TDS, current US$)","171873792.4"
"Algeria","Debt service on external debt, general government sector (PPG) (TDS, current US$)","96444577"
"Algeria","Debt service on external debt, long-term (TDS, current US$)","186873366"
"Algeria","Debt service on external debt, other public sector (PPG) (TDS, current US$)","16466789"
"Algeria","Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)","73962000"
"Algeria","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","112911366"
"Algeria","Debt service on external debt, public sector (PPG) (TDS, current US$)","112911366"
"Algeria","Debt service on external debt, total (TDS, current US$)","186873366"
"Algeria","Disbursements on external debt, long-term (DIS, current US$)","8725957.7"
"Algeria","Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)","8725957.7"
"Algeria","GG, bilateral (AMT, current US$)","19369978.8"
"Algeria","GG, bilateral (INT, current US$)","1900096.6"
"Algeria","GG, bilateral (TDS, current US$)","21270075.4"
"Algeria","GG, multilateral (AMT, current US$)","67860224.2"
"Algeria","GG, multilateral (INT, current US$)","7314277.4"
"Algeria","GG, multilateral (TDS, current US$)","75174501.6"
"Algeria","GG, official creditors (AMT, current US$)","87230203"
"Algeria","GG, official creditors (INT, current US$)","9214374"
"Algeria","GG, official creditors (TDS, current US$)","96444577"
"Algeria","Interest payments on external debt, general government sector (PPG) (INT, current US$)","9214374"
"Algeria","Interest payments on external debt, long-term (INT, current US$)","21085502.8"
"Algeria","Interest payments on external debt, other public sector (PPG) (INT, current US$)","1548128.8"
"Algeria","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","10323000"
"Algeria","Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)","10762502.8"
"Algeria","Interest payments on external debt, public sector (PPG) (INT, current US$)","10762502.8"
"Algeria","Multilateral debt service (TDS, current US$)","75174501.6"
"Algeria","OPS, bilateral (AMT, current US$)","14918660.2"
"Algeria","OPS, bilateral (INT, current US$)","1543805"
"Algeria","OPS, bilateral (TDS, current US$)","16462465.2"
"Algeria","OPS, official creditors (AMT, current US$)","14918660.2"
"Algeria","OPS, official creditors (INT, current US$)","1543805"
"Algeria","OPS, official creditors (TDS, current US$)","16462465.2"
"Algeria","OPS, other private creditors (INT, current US$)","4323.8"
"Algeria","OPS, other private creditors (TDS, current US$)","4323.8"
"Algeria","OPS, private creditors (INT, current US$)","4323.8"
"Algeria","OPS, private creditors (TDS, current US$)","4323.8"
"Algeria","PNG, commercial banks and other creditors (AMT, current US$)","63639000"
"Algeria","PNG, commercial banks and other creditors (INT, current US$)","10323000"
"Algeria","PNG, commercial banks and other creditors (TDS, current US$)","73962000"
"Algeria","PPG, bilateral (AMT, current US$)","34288639"
"Algeria","PPG, bilateral (DIS, current US$)","8725957.7"
"Algeria","PPG, bilateral (INT, current US$)","3443901.6"
"Algeria","PPG, bilateral (TDS, current US$)","37732540.6"
"Algeria","PPG, bilateral concessional (AMT, current US$)","14289585.8"
"Algeria","PPG, bilateral concessional (INT, current US$)","1690124.8"
"Algeria","PPG, bilateral concessional (TDS, current US$)","15979710.6"
"Algeria","PPG, multilateral (AMT, current US$)","67860224.2"
"Algeria","PPG, multilateral (INT, current US$)","7314277.4"
"Algeria","PPG, official creditors (AMT, current US$)","102148863.2"
"Algeria","PPG, official creditors (DIS, current US$)","8725957.7"
"Algeria","PPG, official creditors (INT, current US$)","10758179"
"Algeria","PPG, other private creditors (INT, current US$)","4323.8"
"Algeria","PPG, private creditors (INT, current US$)","4323.8"
"Algeria","PPG, private creditors (TDS, current US$)","4323.8"
"Algeria","Principal repayments on external debt, general government sector (PPG) (AMT, current US$)","87230203"
"Algeria","Principal repayments on external debt, long-term (AMT, current US$)","165787863.2"
"Algeria","Principal repayments on external debt, other public sector (PPG) (AMT, current US$)","14918660.2"
"Algeria","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","63639000"
"Algeria","Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)","102148863.2"
"Algeria","PS, bilateral (AMT, current US$)","34288639"
"Algeria","PS, bilateral (INT, current US$)","3443901.6"
"Algeria","PS, bilateral (TDS, current US$)","37732540.6"
"Algeria","PS, multilateral (AMT, current US$)","67860224.2"
"Algeria","PS, multilateral (INT, current US$)","7314277.4"
"Algeria","PS, multilateral (TDS, current US$)","75174501.6"
"Algeria","PS, official creditors (AMT, current US$)","102148863.2"
"Algeria","PS, official creditors (INT, current US$)","10758179"
"Algeria","PS, official creditors (TDS, current US$)","112907042.2"
"Algeria","PS, other private creditors (INT, current US$)","4323.8"
"Algeria","PS, other private creditors (TDS, current US$)","4323.8"
"Algeria","PS, private creditors (INT, current US$)","4323.8"
"Algeria","PS, private creditors (TDS, current US$)","4323.8"
"Angola","Debt service on external debt, general government sector (PPG) (TDS, current US$)","6487580315"
"Angola","Debt service on external debt, long-term (TDS, current US$)","11720646055"
"Angola","Debt service on external debt, other public sector (PPG) (TDS, current US$)","2552813010"
"Angola","Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)","2680252730"
"Angola","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","9040393325"
"Angola","Debt service on external debt, public sector (PPG) (TDS, current US$)","9040393325"
"Angola","Debt service on external debt, total (TDS, current US$)","11816514034"
"Angola","Disbursements on external debt, long-term (DIS, current US$)","8980306819"
"Angola","Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)","8980306819"
"Angola","GG, bilateral (AMT, current US$)","1567391901"
"Angola","GG, bilateral (INT, current US$)","278180858.4"
"Angola","GG, bilateral (TDS, current US$)","1845572759"
"Angola","GG, bonds (INT, current US$)","704998000"
"Angola","GG, bonds (TDS, current US$)","704998000"
"Angola","GG, commercial banks (AMT, current US$)","3043338859"
"Angola","GG, commercial banks (INT, current US$)","625304633"
"Angola","GG, commercial banks (TDS, current US$)","3668643492"
"Angola","GG, multilateral (AMT, current US$)","170076478.6"
"Angola","GG, multilateral (INT, current US$)","65337495.1"
"Angola","GG, multilateral (TDS, current US$)","235413973.7"
"Angola","GG, official creditors (AMT, current US$)","1737468379"
"Angola","GG, official creditors (INT, current US$)","343518353.5"
"Angola","GG, official creditors (TDS, current US$)","2080986733"
"Angola","GG, other private creditors (AMT, current US$)","22923090.6"
"Angola","GG, other private creditors (INT, current US$)","10029000"
"Angola","GG, other private creditors (TDS, current US$)","32952090.6"
"Angola","GG, private creditors (AMT, current US$)","3066261949"
"Angola","GG, private creditors (INT, current US$)","1340331633"
"Angola","GG, private creditors (TDS, current US$)","4406593582"
"Angola","IMF charges (INT, current US$)","95867979.1"
"Angola","IMF repurchases and charges (TDS, current US$)","95867979.1"
"Angola","Interest payments on external debt, general government sector (PPG) (INT, current US$)","1683849987"
"Angola","Interest payments on external debt, long-term (INT, current US$)","2247488047"
"Angola","Interest payments on external debt, other public sector (PPG) (INT, current US$)","189530060.8"
"Angola","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","374108000"
"Angola","Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)","1873380047"
"Angola","Interest payments on external debt, public sector (PPG) (INT, current US$)","1873380047"
"Angola","Multilateral debt service (TDS, current US$)","235413973.7"
"Angola","OPS, bilateral (AMT, current US$)","198666.7"
"Angola","OPS, bilateral (INT, current US$)","21000"
"Angola","OPS, bilateral (TDS, current US$)","219666.7"
"Angola","OPS, commercial banks (AMT, current US$)","2363084282"
"Angola","OPS, commercial banks (INT, current US$)","189509060.8"
"Angola","OPS, commercial banks (TDS, current US$)","2552593343"
"Angola","OPS, official creditors (AMT, current US$)","198666.7"
"Angola","OPS, official creditors (INT, current US$)","21000"
"Angola","OPS, official creditors (TDS, current US$)","219666.7"
"Angola","OPS, private creditors (AMT, current US$)","2363084282"
"Angola","OPS, private creditors (INT, current US$)","189509060.8"
"Angola","OPS, private creditors (TDS, current US$)","2552593343"
"Angola","PNG, commercial banks and other creditors (AMT, current US$)","2306144730"
"Angola","PNG, commercial banks and other creditors (INT, current US$)","374108000"
"Angola","PNG, commercial banks and other creditors (TDS, current US$)","2680252730"
"Angola","PPG, bilateral (AMT, current US$)","1567590568"
"Angola","PPG, bilateral (DIS, current US$)","3109935624"
"Angola","PPG, bilateral (INT, current US$)","278201858.4"
"Angola","PPG, bilateral (TDS, current US$)","1845792426"
"Angola","PPG, bilateral concessional (AMT, current US$)","50694697.4"
"Angola","PPG, bilateral concessional (INT, current US$)","5256375.6"
"Angola","PPG, bilateral concessional (TDS, current US$)","55951073"
"Angola","PPG, bonds (INT, current US$)","704998000"
"Angola","PPG, bonds (TDS, current US$)","704998000"
"Angola","PPG, commercial banks (AMT, current US$)","5406423141"
"Angola","PPG, commercial banks (DIS, current US$)","5518472031"
"Angola","PPG, commercial banks (INT, current US$)","814813693.8"
"Angola","PPG, commercial banks (TDS, current US$)","6221236835"
"Angola","PPG, multilateral (AMT, current US$)","170076478.6"
"Angola","PPG, multilateral (DIS, current US$)","351899164.8"
"Angola","PPG, multilateral (INT, current US$)","65337495.1"
"Angola","PPG, official creditors (AMT, current US$)","1737667046"
"Angola","PPG, official creditors (DIS, current US$)","3461834788"
"Angola","PPG, official creditors (INT, current US$)","343539353.5"
"Angola","PPG, other private creditors (AMT, current US$)","22923090.6"
"Angola","PPG, other private creditors (INT, current US$)","10029000"
"Angola","PPG, private creditors (AMT, current US$)","5429346232"
"Angola","PPG, private creditors (DIS, current US$)","5518472031"
"Angola","PPG, private creditors (INT, current US$)","1529840694"
"Angola","PPG, private creditors (TDS, current US$)","6959186925"
"Angola","Principal repayments on external debt, general government sector (PPG) (AMT, current US$)","4803730329"
"Angola","Principal repayments on external debt, long-term (AMT, current US$)","9473158008"
"Angola","Principal repayments on external debt, other public sector (PPG) (AMT, current US$)","2363282949"
"Angola","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","2306144730"
"Angola","Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)","7167013278"
"Angola","PS, bilateral (AMT, current US$)","1567590568"
"Angola","PS, bilateral (INT, current US$)","278201858.4"
"Angola","PS, bilateral (TDS, current US$)","1845792426"
"Angola","PS, bonds (INT, current US$)","704998000"
"Angola","PS, bonds (TDS, current US$)","704998000"
"Angola","PS, commercial banks (AMT, current US$)","5406423141"
"Angola","PS, commercial banks (INT, current US$)","814813693.8"
"Angola","PS, commercial banks (TDS, current US$)","6221236835"
"Angola","PS, multilateral (AMT, current US$)","170076478.6"
"Angola","PS, multilateral (INT, current US$)","65337495.1"
"Angola","PS, multilateral (TDS, current US$)","235413973.7"
"Angola","PS, multilateral concessional (AMT, current US$)","34121010.4"
"Angola","PS, multilateral concessional (INT, current US$)","2013786.7"
"Angola","PS, official creditors (AMT, current US$)","1737667046"
"Angola","PS, official creditors (INT, current US$)","343539353.5"
"Angola","PS, official creditors (TDS, current US$)","2081206400"
"Angola","PS, other private creditors (AMT, current US$)","22923090.6"
"Angola","PS, other private creditors (INT, current US$)","10029000"
"Angola","PS, other private creditors (TDS, current US$)","32952090.6"
"Angola","PS, private creditors (AMT, current US$)","5429346232"
"Angola","PS, private creditors (INT, current US$)","1529840694"
"Angola","PS, private creditors (TDS, current US$)","6959186925"
"Argentina","Debt service on external debt, general government sector (PPG) (TDS, current US$)","7297579869"
"Argentina","Debt service on external debt, long-term (TDS, current US$)","17196175456"
"Argentina","Debt service on external debt, other public sector (PPG) (TDS, current US$)","8931717.9"
"Argentina","Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)","9889663869"
"Argentina","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","7306511587"
"Argentina","Debt service on external debt, public sector (PPG) (TDS, current US$)","7306511587"
"Argentina","Debt service on external debt, total (TDS, current US$)","35987814522"
"Argentina","Disbursements on external debt, long-term (DIS, current US$)","19151986771"
"Argentina","Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)","19151986771"
"Argentina","GG, bilateral (AMT, current US$)","755874435.8"
"Argentina","GG, bilateral (INT, current US$)","161708301"
"Argentina","GG, bilateral (TDS, current US$)","917582736.8"
"Argentina","GG, bonds (AMT, current US$)","2850856607"
"Argentina","GG, bonds (INT, current US$)","1395891604"
"Argentina","GG, bonds (TDS, current US$)","4246748211"
"Argentina","GG, commercial banks (AMT, current US$)","48572017"
"Argentina","GG, commercial banks (INT, current US$)","7459041.2"
"Argentina","GG, commercial banks (TDS, current US$)","56031058.2"
"Argentina","GG, multilateral (AMT, current US$)","1713895450"
"Argentina","GG, multilateral (INT, current US$)","363322412.7"
"Argentina","GG, multilateral (TDS, current US$)","2077217863"
"Argentina","GG, official creditors (AMT, current US$)","2469769886"
"Argentina","GG, official creditors (INT, current US$)","525030713.7"
"Argentina","GG, official creditors (TDS, current US$)","2994800600"
"Argentina","GG, private creditors (AMT, current US$)","2899428624"
"Argentina","GG, private creditors (INT, current US$)","1403350645"
"Argentina","GG, private creditors (TDS, current US$)","4302779269"
"Argentina","IMF charges (INT, current US$)","1234637708"
"Argentina","IMF repurchases (AMT, current US$)","17557001358"
"Argentina","IMF repurchases and charges (TDS, current US$)","18791639066"
"Argentina","Interest payments on external debt, general government sector (PPG) (INT, current US$)","1928381359"
"Argentina","Interest payments on external debt, long-term (INT, current US$)","3278243610"
"Argentina","Interest payments on external debt, other public sector (PPG) (INT, current US$)","996251.2"
"Argentina","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","1348866000"
"Argentina","Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)","1929377610"
"Argentina","Interest payments on external debt, public sector (PPG) (INT, current US$)","1929377610"
"Argentina","Multilateral debt service (TDS, current US$)","2085559329"
"Argentina","OPS, bilateral (AMT, current US$)","202000"
"Argentina","OPS, bilateral (INT, current US$)","388251.2"
"Argentina","OPS, bilateral (TDS, current US$)","590251.2"
"Argentina","OPS, multilateral (AMT, current US$)","7733466.7"
"Argentina","OPS, multilateral (INT, current US$)","608000"
"Argentina","OPS, multilateral (TDS, current US$)","8341466.7"
"Argentina","OPS, official creditors (AMT, current US$)","7935466.7"
"Argentina","OPS, official creditors (INT, current US$)","996251.2"
"Argentina","OPS, official creditors (TDS, current US$)","8931717.9"
"Argentina","PNG, bonds (AMT, current US$)","1555663410"
"Argentina","PNG, bonds (INT, current US$)","968021000"
"Argentina","PNG, bonds (TDS, current US$)","2523684410"
"Argentina","PNG, commercial banks and other creditors (AMT, current US$)","6985134459"
"Argentina","PNG, commercial banks and other creditors (INT, current US$)","380845000"
"Argentina","PNG, commercial banks and other creditors (TDS, current US$)","7365979459"
"Argentina","PPG, bilateral (AMT, current US$)","756076435.8"
"Argentina","PPG, bilateral (DIS, current US$)","2283633267"
"Argentina","PPG, bilateral (INT, current US$)","162096552.2"
"Argentina","PPG, bilateral (TDS, current US$)","918172988"
"Argentina","PPG, bilateral concessional (AMT, current US$)","14096859.8"
"Argentina","PPG, bilateral concessional (INT, current US$)","518915.5"
"Argentina","PPG, bilateral concessional (TDS, current US$)","14615775.3"
"Argentina","PPG, bonds (AMT, current US$)","2850856607"
"Argentina","PPG, bonds (INT, current US$)","1395891604"
"Argentina","PPG, bonds (TDS, current US$)","4246748211"
"Argentina","PPG, commercial banks (AMT, current US$)","48572017"
"Argentina","PPG, commercial banks (DIS, current US$)","52454356.7"
"Argentina","PPG, commercial banks (INT, current US$)","7459041.2"
"Argentina","PPG, commercial banks (TDS, current US$)","56031058.2"
"Argentina","PPG, multilateral (AMT, current US$)","1721628917"
"Argentina","PPG, multilateral (DIS, current US$)","2784849527"
"Argentina","PPG, multilateral (INT, current US$)","363930412.7"
"Argentina","PPG, official creditors (AMT, current US$)","2477705353"
"Argentina","PPG, official creditors (DIS, current US$)","5068482794"
"Argentina","PPG, official creditors (INT, current US$)","526026964.9"
"Argentina","PPG, private creditors (AMT, current US$)","2899428624"
"Argentina","PPG, private creditors (DIS, current US$)","14083503977"
"Argentina","PPG, private creditors (INT, current US$)","1403350645"
"Argentina","PPG, private creditors (TDS, current US$)","4302779269"
"Argentina","Principal repayments on external debt, general government sector (PPG) (AMT, current US$)","5369198510"
"Argentina","Principal repayments on external debt, long-term (AMT, current US$)","13917931846"
"Argentina","Principal repayments on external debt, other public sector (PPG) (AMT, current US$)","7935466.7"
"Argentina","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","8540797869"
"Argentina","Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)","5377133977"
"Argentina","PS, bilateral (AMT, current US$)","756076435.8"
"Argentina","PS, bilateral (INT, current US$)","162096552.2"
"Argentina","PS, bilateral (TDS, current US$)","918172988"
"Argentina","PS, bonds (AMT, current US$)","2850856607"
"Argentina","PS, bonds (INT, current US$)","1395891604"
"Argentina","PS, bonds (TDS, current US$)","4246748211"
"Argentina","PS, commercial banks (AMT, current US$)","48572017"
"Argentina","PS, commercial banks (INT, current US$)","7459041.2"
"Argentina","PS, commercial banks (TDS, current US$)","56031058.2"
"Argentina","PS, multilateral (AMT, current US$)","1721628917"
"Argentina","PS, multilateral (INT, current US$)","363930412.7"
"Argentina","PS, multilateral (TDS, current US$)","2085559329"
"Argentina","PS, multilateral concessional (AMT, current US$)","1454833.3"
"Argentina","PS, multilateral concessional (INT, current US$)","674000"
"Argentina","PS, official creditors (AMT, current US$)","2477705353"
"Argentina","PS, official creditors (INT, current US$)","526026964.9"
"Argentina","PS, official creditors (TDS, current US$)","3003732317"
"Argentina","PS, private creditors (AMT, current US$)","2899428624"
